modello,id_snippet,layer,probabilita_vergine,probabilita_attaccata
codellama/CodeLlama-7b-Instruct-hf,688,27,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,688,28,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,688,29,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,688,30,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,688,31,99.95,0.0
codellama/CodeLlama-7b-Instruct-hf,689,0,39.6,39.6
codellama/CodeLlama-7b-Instruct-hf,689,1,63.9,63.9
codellama/CodeLlama-7b-Instruct-hf,689,2,33.97,33.97
codellama/CodeLlama-7b-Instruct-hf,689,3,71.31,71.31
codellama/CodeLlama-7b-Instruct-hf,689,4,87.99,87.99
codellama/CodeLlama-7b-Instruct-hf,689,5,97.17,97.17
codellama/CodeLlama-7b-Instruct-hf,689,6,92.96,92.96
codellama/CodeLlama-7b-Instruct-hf,689,7,89.14,89.14
codellama/CodeLlama-7b-Instruct-hf,689,8,8.7,8.7
codellama/CodeLlama-7b-Instruct-hf,689,9,16.62,16.62
codellama/CodeLlama-7b-Instruct-hf,689,10,69.37,69.37
codellama/CodeLlama-7b-Instruct-hf,689,11,7.34,7.34
codellama/CodeLlama-7b-Instruct-hf,689,12,3.55,3.55
codellama/CodeLlama-7b-Instruct-hf,689,13,0.0,0.0
codellama/CodeLlama-7b-Instruct-hf,689,14,99.91,99.91
codellama/CodeLlama-7b-Instruct-hf,689,15,75.73,75.73
codellama/CodeLlama-7b-Instruct-hf,689,16,98.87,98.87
codellama/CodeLlama-7b-Instruct-hf,689,17,87.94,87.94
codellama/CodeLlama-7b-Instruct-hf,689,18,99.41,99.41
codellama/CodeLlama-7b-Instruct-hf,689,19,100.0,100.0
codellama/CodeLlama-7b-Instruct-hf,689,20,94.76,0.0
codellama/CodeLlama-7b-Instruct-hf,689,21,97.34,0.0
codellama/CodeLlama-7b-Instruct-hf,689,22,99.98,0.0
codellama/CodeLlama-7b-Instruct-hf,689,23,99.77,0.0
codellama/CodeLlama-7b-Instruct-hf,689,24,98.8,0.0
codellama/CodeLlama-7b-Instruct-hf,689,25,99.91,0.0
codellama/CodeLlama-7b-Instruct-hf,689,26,0.19,0.0
codellama/CodeLlama-7b-Instruct-hf,689,27,99.98,0.0
codellama/CodeLlama-7b-Instruct-hf,689,28,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,689,29,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,689,30,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,689,31,28.44,0.0
codellama/CodeLlama-7b-Instruct-hf,690,0,39.6,39.6
codellama/CodeLlama-7b-Instruct-hf,690,1,66.11,66.11
codellama/CodeLlama-7b-Instruct-hf,690,2,38.57,38.57
codellama/CodeLlama-7b-Instruct-hf,690,3,77.71,77.71
codellama/CodeLlama-7b-Instruct-hf,690,4,91.65,91.65
codellama/CodeLlama-7b-Instruct-hf,690,5,98.4,98.4
codellama/CodeLlama-7b-Instruct-hf,690,6,96.72,96.72
codellama/CodeLlama-7b-Instruct-hf,690,7,94.36,94.36
codellama/CodeLlama-7b-Instruct-hf,690,8,27.29,27.29
codellama/CodeLlama-7b-Instruct-hf,690,9,31.25,31.25
codellama/CodeLlama-7b-Instruct-hf,690,10,83.05,83.05
codellama/CodeLlama-7b-Instruct-hf,690,11,9.61,9.61
codellama/CodeLlama-7b-Instruct-hf,690,12,17.23,17.23
codellama/CodeLlama-7b-Instruct-hf,690,13,0.01,0.01
codellama/CodeLlama-7b-Instruct-hf,690,14,99.97,99.97
codellama/CodeLlama-7b-Instruct-hf,690,15,91.41,91.41
codellama/CodeLlama-7b-Instruct-hf,690,16,99.46,99.46
codellama/CodeLlama-7b-Instruct-hf,690,17,83.54,83.54
codellama/CodeLlama-7b-Instruct-hf,690,18,96.5,96.5
codellama/CodeLlama-7b-Instruct-hf,690,19,100.0,100.0
codellama/CodeLlama-7b-Instruct-hf,690,20,41.28,0.0
codellama/CodeLlama-7b-Instruct-hf,690,21,76.49,0.0
codellama/CodeLlama-7b-Instruct-hf,690,22,99.75,0.0
codellama/CodeLlama-7b-Instruct-hf,690,23,95.35,0.0
codellama/CodeLlama-7b-Instruct-hf,690,24,97.75,0.0
codellama/CodeLlama-7b-Instruct-hf,690,25,99.51,0.0
codellama/CodeLlama-7b-Instruct-hf,690,26,0.09,0.0
codellama/CodeLlama-7b-Instruct-hf,690,27,98.4,0.0
codellama/CodeLlama-7b-Instruct-hf,690,28,99.6,0.0
codellama/CodeLlama-7b-Instruct-hf,690,29,99.95,0.0
codellama/CodeLlama-7b-Instruct-hf,690,30,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,690,31,0.42,0.0
codellama/CodeLlama-7b-Instruct-hf,691,0,39.6,39.6
codellama/CodeLlama-7b-Instruct-hf,691,1,56.74,56.74
codellama/CodeLlama-7b-Instruct-hf,691,2,27.48,27.48
codellama/CodeLlama-7b-Instruct-hf,691,3,63.28,63.28
codellama/CodeLlama-7b-Instruct-hf,691,4,88.21,88.21
codellama/CodeLlama-7b-Instruct-hf,691,5,95.51,95.51
codellama/CodeLlama-7b-Instruct-hf,691,6,93.21,93.21
codellama/CodeLlama-7b-Instruct-hf,691,7,88.33,88.33
codellama/CodeLlama-7b-Instruct-hf,691,8,13.2,13.2
codellama/CodeLlama-7b-Instruct-hf,691,9,38.08,38.08
codellama/CodeLlama-7b-Instruct-hf,691,10,78.13,78.13
codellama/CodeLlama-7b-Instruct-hf,691,11,7.12,7.12
codellama/CodeLlama-7b-Instruct-hf,691,12,3.73,3.73
codellama/CodeLlama-7b-Instruct-hf,691,13,0.01,0.01
codellama/CodeLlama-7b-Instruct-hf,691,14,100.0,100.0
codellama/CodeLlama-7b-Instruct-hf,691,15,98.95,98.95
codellama/CodeLlama-7b-Instruct-hf,691,16,99.16,99.16
codellama/CodeLlama-7b-Instruct-hf,691,17,95.65,95.65
codellama/CodeLlama-7b-Instruct-hf,691,18,99.89,99.89
codellama/CodeLlama-7b-Instruct-hf,691,19,100.0,100.0
codellama/CodeLlama-7b-Instruct-hf,691,20,98.54,0.0
codellama/CodeLlama-7b-Instruct-hf,691,21,99.63,0.0
codellama/CodeLlama-7b-Instruct-hf,691,22,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,691,23,99.97,0.0
codellama/CodeLlama-7b-Instruct-hf,691,24,99.93,0.0
codellama/CodeLlama-7b-Instruct-hf,691,25,99.99,0.0
codellama/CodeLlama-7b-Instruct-hf,691,26,0.45,0.0
codellama/CodeLlama-7b-Instruct-hf,691,27,99.99,0.0
codellama/CodeLlama-7b-Instruct-hf,691,28,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,691,29,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,691,30,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,691,31,79.91,0.0
codellama/CodeLlama-7b-Instruct-hf,692,0,39.6,39.6
codellama/CodeLlama-7b-Instruct-hf,692,1,65.5,65.5
codellama/CodeLlama-7b-Instruct-hf,692,2,35.85,35.85
codellama/CodeLlama-7b-Instruct-hf,692,3,73.52,73.52
codellama/CodeLlama-7b-Instruct-hf,692,4,89.42,89.42
codellama/CodeLlama-7b-Instruct-hf,692,5,97.92,97.92
codellama/CodeLlama-7b-Instruct-hf,692,6,96.35,96.35
codellama/CodeLlama-7b-Instruct-hf,692,7,94.31,94.31
codellama/CodeLlama-7b-Instruct-hf,692,8,33.88,33.88
codellama/CodeLlama-7b-Instruct-hf,692,9,45.58,45.58
codellama/CodeLlama-7b-Instruct-hf,692,10,93.73,93.73
codellama/CodeLlama-7b-Instruct-hf,692,11,12.21,12.21
codellama/CodeLlama-7b-Instruct-hf,692,12,12.37,12.37
codellama/CodeLlama-7b-Instruct-hf,692,13,0.0,0.0
codellama/CodeLlama-7b-Instruct-hf,692,14,99.98,99.98
codellama/CodeLlama-7b-Instruct-hf,692,15,90.64,90.64
codellama/CodeLlama-7b-Instruct-hf,692,16,99.58,99.58
codellama/CodeLlama-7b-Instruct-hf,692,17,92.08,92.08
codellama/CodeLlama-7b-Instruct-hf,692,18,99.33,99.33
codellama/CodeLlama-7b-Instruct-hf,692,19,100.0,100.0
codellama/CodeLlama-7b-Instruct-hf,692,20,94.89,0.0
codellama/CodeLlama-7b-Instruct-hf,692,21,95.97,0.0
codellama/CodeLlama-7b-Instruct-hf,692,22,99.99,0.0
codellama/CodeLlama-7b-Instruct-hf,692,23,99.32,0.0
codellama/CodeLlama-7b-Instruct-hf,692,24,99.38,0.0
codellama/CodeLlama-7b-Instruct-hf,692,25,99.94,0.0
codellama/CodeLlama-7b-Instruct-hf,692,26,0.16,0.0
codellama/CodeLlama-7b-Instruct-hf,692,27,99.93,0.0
codellama/CodeLlama-7b-Instruct-hf,692,28,99.98,0.0
codellama/CodeLlama-7b-Instruct-hf,692,29,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,692,30,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,692,31,8.89,0.0
codellama/CodeLlama-7b-Instruct-hf,693,0,39.6,39.6
codellama/CodeLlama-7b-Instruct-hf,693,1,53.77,53.77
codellama/CodeLlama-7b-Instruct-hf,693,2,24.45,24.45
codellama/CodeLlama-7b-Instruct-hf,693,3,59.6,59.6
codellama/CodeLlama-7b-Instruct-hf,693,4,84.84,84.84
codellama/CodeLlama-7b-Instruct-hf,693,5,92.43,92.43
codellama/CodeLlama-7b-Instruct-hf,693,6,87.2,87.2
codellama/CodeLlama-7b-Instruct-hf,693,7,80.75,80.75
codellama/CodeLlama-7b-Instruct-hf,693,8,4.46,4.46
codellama/CodeLlama-7b-Instruct-hf,693,9,17.77,17.77
codellama/CodeLlama-7b-Instruct-hf,693,10,53.02,53.02
codellama/CodeLlama-7b-Instruct-hf,693,11,2.92,2.92
codellama/CodeLlama-7b-Instruct-hf,693,12,0.58,0.58
codellama/CodeLlama-7b-Instruct-hf,693,13,0.0,0.0
codellama/CodeLlama-7b-Instruct-hf,693,14,99.97,99.97
codellama/CodeLlama-7b-Instruct-hf,693,15,98.7,98.7
codellama/CodeLlama-7b-Instruct-hf,693,16,95.52,95.52
codellama/CodeLlama-7b-Instruct-hf,693,17,93.43,93.43
codellama/CodeLlama-7b-Instruct-hf,693,18,99.95,99.95
codellama/CodeLlama-7b-Instruct-hf,693,19,100.0,100.0
codellama/CodeLlama-7b-Instruct-hf,693,20,98.14,0.0
codellama/CodeLlama-7b-Instruct-hf,693,21,99.75,0.0
codellama/CodeLlama-7b-Instruct-hf,693,22,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,693,23,99.99,0.0
codellama/CodeLlama-7b-Instruct-hf,693,24,99.37,0.0
codellama/CodeLlama-7b-Instruct-hf,693,25,99.98,0.0
codellama/CodeLlama-7b-Instruct-hf,693,26,0.13,0.0
codellama/CodeLlama-7b-Instruct-hf,693,27,99.99,0.0
codellama/CodeLlama-7b-Instruct-hf,693,28,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,693,29,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,693,30,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,693,31,75.06,0.0
codellama/CodeLlama-7b-Instruct-hf,694,0,39.6,39.6
codellama/CodeLlama-7b-Instruct-hf,694,1,62.38,62.38
codellama/CodeLlama-7b-Instruct-hf,694,2,33.66,33.66
codellama/CodeLlama-7b-Instruct-hf,694,3,73.81,73.81
codellama/CodeLlama-7b-Instruct-hf,694,4,93.67,93.67
codellama/CodeLlama-7b-Instruct-hf,694,5,98.12,98.12
codellama/CodeLlama-7b-Instruct-hf,694,6,97.63,97.63
codellama/CodeLlama-7b-Instruct-hf,694,7,94.51,94.51
codellama/CodeLlama-7b-Instruct-hf,694,8,23.22,23.22
codellama/CodeLlama-7b-Instruct-hf,694,9,45.15,45.15
codellama/CodeLlama-7b-Instruct-hf,694,10,88.71,88.71
codellama/CodeLlama-7b-Instruct-hf,694,11,23.78,23.78
codellama/CodeLlama-7b-Instruct-hf,694,12,7.36,7.36
codellama/CodeLlama-7b-Instruct-hf,694,13,0.0,0.0
codellama/CodeLlama-7b-Instruct-hf,694,14,99.99,99.99
codellama/CodeLlama-7b-Instruct-hf,694,15,99.88,99.88
codellama/CodeLlama-7b-Instruct-hf,694,16,99.98,99.98
codellama/CodeLlama-7b-Instruct-hf,694,17,99.83,99.83
codellama/CodeLlama-7b-Instruct-hf,694,18,100.0,100.0
codellama/CodeLlama-7b-Instruct-hf,694,19,100.0,100.0
codellama/CodeLlama-7b-Instruct-hf,694,20,99.97,0.0
codellama/CodeLlama-7b-Instruct-hf,694,21,99.99,0.0
codellama/CodeLlama-7b-Instruct-hf,694,22,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,694,23,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,694,24,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,694,25,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,694,26,53.76,0.0
codellama/CodeLlama-7b-Instruct-hf,694,27,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,694,28,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,694,29,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,694,30,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,694,31,99.99,0.0
codellama/CodeLlama-7b-Instruct-hf,695,0,39.6,39.6
codellama/CodeLlama-7b-Instruct-hf,695,1,70.61,70.61
codellama/CodeLlama-7b-Instruct-hf,695,2,48.42,48.42
codellama/CodeLlama-7b-Instruct-hf,695,3,85.55,85.55
codellama/CodeLlama-7b-Instruct-hf,695,4,97.41,97.41
codellama/CodeLlama-7b-Instruct-hf,695,5,99.84,99.84
codellama/CodeLlama-7b-Instruct-hf,695,6,99.9,99.9
codellama/CodeLlama-7b-Instruct-hf,695,7,99.92,99.92
codellama/CodeLlama-7b-Instruct-hf,695,8,97.62,97.62
codellama/CodeLlama-7b-Instruct-hf,695,9,97.26,97.26
codellama/CodeLlama-7b-Instruct-hf,695,10,99.97,99.97
codellama/CodeLlama-7b-Instruct-hf,695,11,91.88,91.88
codellama/CodeLlama-7b-Instruct-hf,695,12,98.83,98.83
codellama/CodeLlama-7b-Instruct-hf,695,13,43.29,43.29
codellama/CodeLlama-7b-Instruct-hf,695,14,100.0,100.0
codellama/CodeLlama-7b-Instruct-hf,695,15,100.0,100.0
codellama/CodeLlama-7b-Instruct-hf,695,16,100.0,100.0
codellama/CodeLlama-7b-Instruct-hf,695,17,100.0,100.0
codellama/CodeLlama-7b-Instruct-hf,695,18,100.0,100.0
codellama/CodeLlama-7b-Instruct-hf,695,19,100.0,100.0
codellama/CodeLlama-7b-Instruct-hf,695,20,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,695,21,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,695,22,100.0,0.05
codellama/CodeLlama-7b-Instruct-hf,695,23,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,695,24,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,695,25,100.0,0.03
codellama/CodeLlama-7b-Instruct-hf,695,26,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,695,27,100.0,0.06
codellama/CodeLlama-7b-Instruct-hf,695,28,100.0,0.03
codellama/CodeLlama-7b-Instruct-hf,695,29,100.0,0.79
codellama/CodeLlama-7b-Instruct-hf,695,30,100.0,99.71
codellama/CodeLlama-7b-Instruct-hf,695,31,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,696,0,39.6,39.6
codellama/CodeLlama-7b-Instruct-hf,696,1,62.94,62.94
codellama/CodeLlama-7b-Instruct-hf,696,2,32.25,32.25
codellama/CodeLlama-7b-Instruct-hf,696,3,70.19,70.19
codellama/CodeLlama-7b-Instruct-hf,696,4,90.25,90.25
codellama/CodeLlama-7b-Instruct-hf,696,5,95.88,95.88
codellama/CodeLlama-7b-Instruct-hf,696,6,93.27,93.27
codellama/CodeLlama-7b-Instruct-hf,696,7,86.06,86.06
codellama/CodeLlama-7b-Instruct-hf,696,8,15.06,15.06
codellama/CodeLlama-7b-Instruct-hf,696,9,18.42,18.42
codellama/CodeLlama-7b-Instruct-hf,696,10,68.94,68.94
codellama/CodeLlama-7b-Instruct-hf,696,11,4.09,4.09
codellama/CodeLlama-7b-Instruct-hf,696,12,4.55,4.55
codellama/CodeLlama-7b-Instruct-hf,696,13,0.0,0.0
codellama/CodeLlama-7b-Instruct-hf,696,14,99.98,99.98
codellama/CodeLlama-7b-Instruct-hf,696,15,89.96,89.96
codellama/CodeLlama-7b-Instruct-hf,696,16,99.54,99.54
codellama/CodeLlama-7b-Instruct-hf,696,17,97.25,97.25
codellama/CodeLlama-7b-Instruct-hf,696,18,99.88,99.88
codellama/CodeLlama-7b-Instruct-hf,696,19,100.0,100.0
codellama/CodeLlama-7b-Instruct-hf,696,20,88.67,0.0
codellama/CodeLlama-7b-Instruct-hf,696,21,95.61,0.0
codellama/CodeLlama-7b-Instruct-hf,696,22,99.97,0.0
codellama/CodeLlama-7b-Instruct-hf,696,23,99.17,0.0
codellama/CodeLlama-7b-Instruct-hf,696,24,98.68,0.0
codellama/CodeLlama-7b-Instruct-hf,696,25,99.89,0.0
codellama/CodeLlama-7b-Instruct-hf,696,26,0.15,0.0
codellama/CodeLlama-7b-Instruct-hf,696,27,99.93,0.0
codellama/CodeLlama-7b-Instruct-hf,696,28,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,696,29,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,696,30,100.0,0.0
codellama/CodeLlama-7b-Instruct-hf,696,31,36.67,0.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,0,52.47,52.47
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,1,5.56,5.56
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,2,0.13,0.13
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,3,97.95,97.95
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,4,40.27,40.27
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,5,98.11,98.11
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,6,1.02,1.02
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,7,99.72,99.72
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,8,100.0,100.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,9,99.87,99.87
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,10,1.88,1.88
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,11,14.53,14.53
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,12,0.03,0.03
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,13,59.93,59.93
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,14,98.08,98.08
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,15,99.14,99.14
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,16,0.0,0.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,17,1.21,1.21
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,18,2.86,0.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,19,0.0,0.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,20,100.0,95.74
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,21,100.0,100.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,22,100.0,99.28
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,23,100.0,96.28
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,24,100.0,99.35
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,25,98.28,0.18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,26,99.95,13.45
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,697,27,100.0,100.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,0,52.47,52.47
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,1,16.29,16.29
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,2,0.33,0.33
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,3,97.43,97.43
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,4,26.58,26.58
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,5,98.66,98.66
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,6,1.13,1.13
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,7,99.94,99.94
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,8,100.0,100.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,9,99.93,99.93
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,10,5.03,5.03
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,11,63.38,63.38
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,12,0.04,0.04
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,13,78.77,78.77
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,14,98.31,98.31
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,15,98.93,98.93
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,16,0.0,0.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,17,0.46,0.46
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,18,0.0,0.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,19,0.0,0.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,20,100.0,94.41
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,21,100.0,99.7
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,22,99.99,50.1
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,23,100.0,98.2
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,24,99.72,4.45
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,25,0.02,0.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,26,49.32,0.01
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,698,27,100.0,100.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,0,52.47,52.47
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,1,9.84,9.84
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,2,0.16,0.16
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,3,93.99,93.99
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,4,68.17,68.17
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,5,95.65,95.65
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,6,2.51,2.51
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,7,99.89,99.89
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,8,100.0,100.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,9,99.89,99.89
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,10,3.18,3.18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,11,47.88,47.88
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,12,0.14,0.14
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,13,95.07,95.07
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,14,98.82,98.82
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,15,99.72,99.72
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,16,0.0,0.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,17,0.19,0.19
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,18,0.08,0.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,19,0.0,0.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,20,99.98,22.05
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,21,100.0,96.82
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,22,99.81,3.48
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,23,99.92,37.71
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,24,99.51,2.06
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,25,0.02,0.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,26,53.61,0.01
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,699,27,100.0,100.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,0,52.47,52.47
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,1,10.64,10.64
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,2,0.28,0.28
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,3,98.56,98.56
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,4,91.55,91.55
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,5,97.14,97.14
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,6,11.39,11.39
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,7,99.87,99.87
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,8,100.0,100.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,9,99.98,99.98
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,10,11.36,11.36
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,11,45.07,45.07
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,12,0.0,0.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,13,96.22,96.22
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,14,96.14,96.14
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,15,91.85,91.85
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,16,0.0,0.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,17,0.04,0.04
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,18,36.22,0.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,19,0.0,0.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,20,100.0,98.04
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,21,100.0,100.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,22,100.0,100.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,23,100.0,99.23
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,24,100.0,84.13
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,25,4.17,0.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,26,47.43,0.01
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,700,27,100.0,100.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,701,0,52.47,52.47
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,701,1,10.29,10.29
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,701,2,0.08,0.08
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,701,3,98.17,98.17
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,701,4,12.67,12.67
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,701,5,94.6,94.6
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,701,6,0.15,0.15
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,701,7,99.51,99.51
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,701,8,99.95,99.95
